Facility PK,FacilityName,Service Category,Service Type,BuildingNumber,PartnerType,PartnerTypeDetailed,Address,Address 2,Borough,Zipcode,Latitude,Longitude,Phone,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Condoms (Male),FC2 (Female/Insertive Condoms),Lubricant,Facility Type,Website,Community Board,Council District,Census Tract,BIN,BBL,NTA
53534570,Church of the Village,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,"201 West 13th street,n/a",,Manhattan,10011,40.73799353,-74.00047633,3474979718,Come obtain free safer sex products with us on Tuesdays and Saturdays! <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,10:00 AM - 3:00 PM,,,,11:00 AM - 2:00 PM,,TRUE,FALSE,TRUE,,,102,3,7700,1011113,1006180040,MN23
53534574,"Club Cumming, (Formerly  Eastern Bloc)",Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,505 East 6 Street,,Manhattan,10009,40.72529781,-73.98354106,,You can find free safer sex products inside a dispenser located in the back of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,103,2,3200,1005117,1004020063,MN22
53534828,Sol's 4 Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Pharmacy,Other,"107-18 37 Drive,Pharmacy",,Queens,11368,40.75287074,-73.86075551,7186394107,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:30 AM - 7:00 PM,9:30 AM - 7:00 PM,9:30 AM - 7:00 PM,9:30 AM - 7:00 PM,9:30 AM - 7:00 PM,8:30 AM - 3:00 PM,,TRUE,FALSE,TRUE,,,403,21,40300,4595616,4017740030,QN26
53534600,D'Antonia (Formerly Karipa Unisex/George's),Free Safer Sex Products,Condoms and Lubricant,,Business,Beauty Salon,1195 Walton Avenue,,Bronx,10452,40.83411435,-73.92003839,,You can find free safer sex products inside a dispenser located in the front near the entrance of the Beauty Salon. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,204,16,19700,2002959,2024790024,BX63
53534747,Montefiore - Oval Center,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Other,"3230 Bainbridge Avenue,2nd Floor",,Bronx,10467,40.87630686,-73.87963583,(718) 882-5482,"All products are free and available to the public.  Simply come on in and all products will be available at the front door, to provide anyone the confidentiality and comfort of getting what is needed without judgement! <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.",1.90001E+13,1.90001E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,1:00 PM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 1:00 PM,,,TRUE,TRUE,TRUE,,<a href=http://www.montefiore.org/std>Visit this organization's website</a>,207,11,42300,2018154,2033430008,BX43
53534704,Kundalin Ink (Formerly Omega Tattoos),Free Safer Sex Products,Condoms and Lubricant,,Business,Tattoo Parlor,81-09 Roosevelt Avenue,,Queens,11372,40.74755596,-73.88466577,,You can find free safer sex products inside a dispenser located near the counter of the Tattoo Parlor. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,403,21,28300,4030023,4012920045,QN28
53534729,Marie's Crisis Café,Free Safer Sex Products,Condoms and Lubricant,,Business,Café,59 Grove Street,,Manhattan,10014,40.73313525,-74.00328712,,You can find free safer sex products inside a dispenser located in the back near the restroom of the Café. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,102,3,7300,1010203,1005910060,MN23
53534833,Stonewall Inn,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,53 Christopher Street,,Manhattan,10014,40.73371991,-74.00212528,,You can find free safer sex products inside a fishbowl located in the back near the restroom of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,TRUE,,,102,3,7300,1082221,1006100001,MN23
53534768,NYC Chelsea Sexual Health Clinic,Free Safer Sex Products,Condoms and Lubricant,,Sexual Health Clinics (NYC DOHMH),Clinical Facility,303 9 Avenue,,Manhattan,10001,40.74934861,-73.99925652,,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 12:00 PM,,TRUE,FALSE,FALSE,,<a href=http://www1.nyc.gov/site/doh/services/sexual-health-clinics.page>Visit this organization's website</a>,104,3,9700,1012830,1007240082,MN13
53534621,Drop off service,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,211 Avenue A,,Manhattan,10009,40.72982076,-73.98079419,212-633-1133,You can find free safer sex products inside a fishbowl located on the counter of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,1:00 PM - 4:00 AM,1:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,103,2,3400,1006022,1004410035,MN22
53534594,Crocodile Lounge,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,325 East 14 Street,,Manhattan,10003,40.73188529,-73.98382448,718-830-9698,You can find free safer sex products inside a fishbowl located near the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,106,2,4800,1020398,1009210015,MN21
53534855,The Music Box Caja Musical,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,40-08 74 Street,,Queens,11373,40.74633557,-73.8913445,646-364-9600,You can find free safer sex products inside a dispenser located in the front near the entrance of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,404,25,26500,4030472,4013050133,QN50
53534843,The Charleston,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,174 Bedford Avenue,,Brooklyn,11249,40.7180614,-73.95748992,,You can find free safer sex products inside a fishbowl located by the ATM of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,12:00 PM - 4:00 PM,12:00 PM - 4:00 PM,12:00 PM - 4:00 PM,12:00 PM - 4:00 PM,12:00 PM - 4:00 PM,12:00 PM - 4:00 PM,12:00 PM - 4:00 PM,TRUE,FALSE,TRUE,,,301,33,55300,3061926,3023190022,BK73
53534712,Latino Commission on AIDS,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"24 West 25 Street,9th Floor",,Manhattan,10010,40.74337558,-73.99000358,(212) 675-3288,You can find free safer sex products inside a dispenser/fishbowl located in the old testing room of the Community Health Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,,,TRUE,TRUE,TRUE,,,105,3,5800,1080686,1008260057,MN13
53534764,Nuevo Estilo Barber Shop,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,316 East 170 Street,,Bronx,10456,40.8373074,-73.91013598,212-925-8219,You can find free safer sex products inside a dispenser located in the front near barber chair of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,FALSE,FALSE,,,204,16,17702,2007199,2027830042,BX14
53534755,Mr Biggs Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,596 10 Avenue,,Manhattan,10036,40.76038518,-73.99490305,,You can find free safer sex products inside a Fishbowl located on top of ATM of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,104,3,12100,1026343,1010530001,MN15
53534694,Joel's Barbershop,Free Safer Sex Products,Condoms and Lubricant,,Government,Education,"590 Southern Boulevard,Suite 1",,Bronx,10455,40.81254919,-73.90262285,(347) 293-7226,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,9:00 AM - 9:00 PM,9:00 AM - 8:00 PM,TRUE,TRUE,TRUE,,,202,8,8300,2004128,2026030024,BX33
53534686,Industry Club,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,355 West 52 Street,,Manhattan,10019,40.76418327,-73.98670817,917-684-8584,You can find free safer sex products inside a fishbowl located behind the bar of the Night Club. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,104,3,13300,1025239,1010430011,MN15
53534765,NYC Anti-Violence Project,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,116 Nassau Street,,Manhattan,10038,40.7108366,-74.00699767,347-987-3101,You can find free safer sex products inside a fishbowl located in the waiting room of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,,,TRUE,TRUE,TRUE,,,101,1,1501,1079094,1000920024,MN25
53534593,CRCEC ENY,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"772 Vermont Street,Ground Flr",,Brooklyn,11207,40.66091444,-73.89024068,7182722363,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,1:00 PM - 6:00 PM,12:00 PM - 6:00 PM,,12:00 PM - 6:00 PM,,,,TRUE,TRUE,TRUE,,,305,42,112800,3096541,3043000045,BK85
53534667,HASA Center #63 Coney Island,Free Safer Sex Products,Condoms and Lubricant,,Government,Community Center,3050 West 21 Street,,Brooklyn,11224,40.57352298,-73.98744818,,You can find free safer sex products inside a dispenser located in the reception area of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,313,47,35200,3189654,3070710123,BK21
53534638,"First Medical Center, Doo Park, MD",Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,"40-44 82 Street,n/a",,Queens,11373,40.74645162,-73.88373296,718-429-3800,Free safer sex products available at First Medical Center where we also diagnose and treat all STIs (sexually transmitted infections) with rapid and effective treatment confidentially. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,4:00 PM - 7:00 PM,4:00 PM - 7:00 PM,5:00 PM - 7:00 PM,4:00 PM - 7:00 PM,4:00 PM - 7:00 PM,10:00 AM - 3:00 PM,,TRUE,TRUE,TRUE,,<a href=www.stdclinicnyc.com>Visit this organization's website</a>,404,25,26901,4036882,4014920028,QN29
53534536,Boriken Neighborhood Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"2265 3 Avenue,Basement",,Manhattan,10035,40.80248058,-73.93668828,(212) 289-6650,You can find free safer sex products inside a dispenser/ fishbowls located all around the center of the Community Health Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:00 AM - 6:00 PM,8:00 AM - 5:00 PM,8:00 AM - 6:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 4:00 PM,,TRUE,FALSE,FALSE,,<a href=www.boriken.org>Visit this organization's website</a>,111,8,19400,1054630,1017880001,MN34
53534869,Uncle Charlie's,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,139 East 45 Street,,Manhattan,10017,40.7531774,-73.97418954,,You can find free safer sex products inside a dispenser located near the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,TRUE,,,106,4,9200,1036191,1013000025,MN19
53534779,NYC Neighborhood Health Action Center,Free Safer Sex Products,Condoms and Lubricant,,Government,Government Agency,485 Throop Avenue,,Brooklyn,11221,40.68564682,-73.94146179,,You can find free safer sex products inside a dispenser/fishbowl located in the hallway of the Government Building. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,,303,36,27700,3051782,3018260001,BK35
53534491,Ace Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,531 East 5 Street,,Manhattan,10009,40.72450458,-73.98355208,,You can find free safer sex products inside a fishbowl located on the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,TRUE,TRUE,TRUE,,,103,2,3200,1005068,1004010048,MN22
53534518,Barracuda,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,275 West 22 Street,,Manhattan,10011,40.74424334,-73.99805121,,You can find free safer sex products inside a fishbowl located in the hallway as you walk in of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,TRUE,TRUE,TRUE,,,104,3,9100,1014107,1007720007,MN13
53534630,Excelsior,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,563 5 Avenue,,Brooklyn,11215,40.66532249,-73.98949626,917-572-6262,You can find free safer sex products inside a fishbowl located on the right side of the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,6:00 PM - 4:00 AM,6:00 PM - 4:00 AM,6:00 PM - 4:00 AM,6:00 PM - 4:00 AM,6:00 PM - 4:00 AM,6:00 PM - 4:00 AM,2:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,307,39,14100,3330587,3010480007,BK37
53534705,La Boom,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,56-15 Northern Boulevard,,Queens,11377,40.7535332,-73.90466934,718-802-1111,You can find free safer sex products inside a fishbowl located in the back near the restroom of the Night Club. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,11:00 PM - 4:00 AM,,,,11:00 PM - 4:00 AM,11:00 PM - 4:00 AM,5:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,401,26,29700,4026067,4011580120,QN63
53534767,NYC Central Harlem Sexual Health Clinc,Free Safer Sex Products,Condoms and Lubricant,,Sexual Health Clinics (NYC DOHMH),Clinical Facility,"2238 5 Avenue,1st Floor",,Manhattan,10037,40.81363815,-73.93699193,311,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,8:30 AM - 3:30 PM,,,TRUE,FALSE,FALSE,,<a href=http://www1.nyc.gov/site/doh/services/sexual-health-clinics.page>Visit this organization's website</a>,110,9,21200,1053900,1017340034,MN03
53534693,"Jean J Lochard, MD (PC/OB-GYN Family Planning)",Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,"102-11 Roosevelt Avenue,Suite 3",,Queens,11368,40.74975367,-73.86386232,718-898-1378,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,,403,21,40700,4044376,4017700047,QN26
53534545,Brandy's Piano Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,235 East 84 Street,,Manhattan,10028,40.77713558,-73.95406166,212-951-1518,You can find free safer sex products inside a fishbowl located on the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,108,5,14601,1048734,1015300015,MN32
53534525,Betances Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"280 Henry Street,N/A",,Manhattan,10002,40.71394271,-73.98353666,(212) 227-8401,You can find free safer sex products inside a fishbowl located at reception of the Community Health Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:00 AM - 7:00 PM,8:00 AM - 5:00 PM,8:00 AM - 7:00 PM,10:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,<a href=www.betances.org>Visit this organization's website</a>,103,2,202,1003220,1002670010,MN28
53534568,Chelsea Park Barbers 2,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,105 West 26 Street,,Manhattan,10001,40.74503357,-73.99195936,,You can find free safer sex products inside a fishbowl of this barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,TRUE,,,105,3,9500,1015042,1008020035,MN17
53534649,Hair Fashion,Free Safer Sex Products,Condoms and Lubricant,,Business,Retail Store,2104 Amsterdam Avenue,,Manhattan,10032,40.83738934,-73.93873295,,You can find free safer sex products inside a fishbowl located in the front of the Retail Store. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,112,7,24301,1062899,1021210043,MN36
53534493,Adolescent Skills Center,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,975 Kelly Street,,Bronx,10459,40.82204558,-73.89587769,718-204-9707,You can find free safer sex products inside a fishbowls (4) located in waiting areas and near restrooms of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,FALSE,FALSE,,,202,17,8700,2114693,2027037501,BX33
53534665,HASA Center #48 Jerome Ctr,Free Safer Sex Products,Condoms and Lubricant,,Government,Community Center,888 Garrison Avenue,,Bronx,10474,40.81724955,-73.89186775,,You can find free safer sex products inside a dispenser located in the waiting room of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,TRUE,FALSE,,,202,17,9300,2005939,2027390015,BX27
53534683,IFH - Urban Horizons Family Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Women's Center,"50 East 168 Street,Lower Level",,Bronx,10452,40.83671859,-73.91929079,(718) 293-3900,You can find free safer sex products inside a dispenser located near the main entrance of the Women's Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:30 AM - 8:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,8:30 AM - 8:00 PM,8:30 AM - 5:00 PM,8:30 AM - 5:00 PM,,TRUE,FALSE,FALSE,,<a href=http://www.institute.org/health-care/locations/bronx/>Visit this organization's website</a>,204,16,19700,2101464,2024800001,BX63
53534846,The David Geffen Center for HIV Prevention and Health Education,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,"224 West 29 Street,Ground Floor",,Manhattan,10001,40.74822584,-73.99382486,(212) 367-1100,You can find free safer sex products inside a dispenser/fishbowl located in the waiting room of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:30 AM - 5:00 PM,9:30 AM - 5:00 PM,9:30 AM - 5:00 PM,9:30 AM - 5:00 PM,12:30 PM - 7:00 PM,,,TRUE,TRUE,TRUE,,<a href=www.gmhc.org>Visit this organization's website</a>,105,3,9500,1014268,1007780052,MN17
53534657,Harlem Independent Living Center,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,"289 St Nicholas Avenue,Lower level/ basement",,Manhattan,10027,40.81050574,-73.95278502,212-222-7122,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,,TRUE,TRUE,TRUE,,,109,9,20901,1059300,1019510051,MN09
